,id,neighbourhood,latitude,longitude,room_type,price,days_occupied_in_2019,minimum_nights,number_of_reviews,reviews_per_month,availability_2020,Price category
295,114969,Midtown East,40.75579,-73.96699,Entire home/apt,145,355,6,39,0.38,0,Low price
296,115535,Harlem,40.82399,-73.95328,Private room,65,54,14,37,0.36,252,Low price
297,115678,Harlem,40.81822,-73.94095,Entire home/apt,99,85,1,340,3.27,284,Low price
298,116940,Brooklyn,40.67705,-73.94925,Entire home/apt,80,18,3,241,2.32,0,Low price
299,117425,Brooklyn,40.69263,-73.99438,Entire home/apt,175,9,14,95,0.91,278,Low price
300,118061,Brooklyn,40.68448,-73.92747,Entire home/apt,102,52,4,79,0.8,326,Low price
301,121687,Brooklyn,40.72063,-73.95952,Entire home/apt,200,354,2,50,0.51,42,Middle price
302,121861,Brooklyn,40.67644,-73.98082,Entire home/apt,165,269,2,23,0.22,16,Low price
303,123784,Harlem,40.80481,-73.94794,Entire home/apt,110,25,2,159,1.53,347,Low price
304,125053,East Village,40.72533,-73.99143,Entire home/apt,395,202,2,79,0.79,150,Middle price
305,125163,Brooklyn,40.68569,-73.93038,Private room,99,42,2,38,0.5,357,Low price
306,125594,Brooklyn,40.64302,-73.97255,Private room,39,6,1,85,0.92,365,Low price
307,126443,East Village,40.72939,-73.98857,Entire home/apt,189,50,2,432,4.18,201,Low price
308,127387,Gowanus,40.66862,-73.9926,Entire home/apt,260,207,30,3,0.03,314,Middle price
309,128975,Manhattan,40.81333,-73.94453,Entire home/apt,122,45,1,122,1.18,344,Low price
310,130439,Hamilton Heights,40.82907,-73.94446,Private room,59,77,1,7,0.08,350,Low price
311,131154,Greenpoint,40.72473,-73.95199,Entire home/apt,165,249,2,191,1.86,0,Low price
312,132516,Forest Hills,40.70925,-73.85262,Entire home/apt,97,126,3,31,1.1,185,Low price
313,132570,Manhattan,40.73215,-74.00922,Entire home/apt,170,221,4,24,0.24,0,Low price
314,132661,Hell's Kitchen,40.75505,-73.99187,Private room,76,343,12,71,1.15,19,Low price
315,133025,Midtown East,40.7463,-73.97926,Private room,130,202,4,118,1.14,82,Low price
316,134934,Williamsburg,40.71823,-73.95849,Entire home/apt,225,328,7,26,0.41,129,Middle price
317,135393,Brooklyn,40.651,-73.94886,Private room,50,213,2,282,2.75,154,Low price
318,135465,Fort Greene,40.68626,-73.97598,Entire home/apt,170,53,3,98,0.99,160,Low price
319,139624,Crown Heights,40.67456,-73.95151,Entire home/apt,64,310,21,74,0.74,52,Low price
320,140133,Brooklyn,40.71363,-73.96019,Entire home/apt,249,18,3,166,1.63,225,Middle price
321,140973,Manhattan,40.72274,-73.97581,Entire home/apt,185,22,2,75,0.73,0,Low price
322,141154,Brooklyn,40.6858,-73.9828,Entire home/apt,110,179,3,251,2.48,256,Low price
323,141335,Brooklyn,40.67535,-73.97654,Entire home/apt,650,7,1,35,0.39,355,High price
324,141984,Manhattan,40.72094,-73.99706,Entire home/apt,175,55,3,72,0.7,332,Low price
325,144087,Manhattan,40.80473,-73.9532,Entire home/apt,259,8,8,20,0.19,365,Middle price
326,148259,Williamsburg,40.71541,-73.94144,Entire home/apt,451,6,2,78,0.88,358,Middle price
327,148825,Manhattan,40.79765,-73.96245,Entire home/apt,150,93,2,208,2.24,317,Low price
328,149777,The Bronx,40.89747,-73.8639,Entire home/apt,69,28,1,219,2.6,344,Low price
329,150804,Manhattan,40.72008,-73.98404,Entire home/apt,250,362,4,26,0.26,89,Middle price
330,151199,Queens,40.75725,-73.91098,Private room,129,40,2,443,4.42,0,Low price
331,151478,Brooklyn,40.7102,-73.94495,Private room,98,246,2,8,0.08,97,Low price
332,152259,Harlem,40.81156,-73.94571,Private room,55,18,3,122,1.19,337,Low price
333,152263,Manhattan,40.80497,-73.95016,Entire home/apt,300,37,2,222,2.22,288,Middle price
334,153405,Greenpoint,40.72937,-73.95671,Entire home/apt,125,311,2,120,1.19,8,Low price
335,153780,East Village,40.72587,-73.98438,Private room,175,70,3,182,1.78,314,Low price
336,154934,Harlem,40.82426,-73.9463,Private room,75,0,7,38,0.4,339,Low price
337,157673,Brooklyn,40.68101,-73.94081,Entire home/apt,72,102,31,88,0.87,116,Low price
338,158061,Brooklyn,40.68669,-73.91989,Private room,165,26,1,27,0.26,365,Low price
339,158176,Brooklyn,40.71534,-73.95914,Entire home/apt,140,356,5,124,1.29,0,Low price
340,158955,Williamsburg,40.70867,-73.94284,Entire home/apt,139,137,2,408,4.03,266,Low price
341,159749,Brooklyn,40.67963,-73.93908,Private room,88,115,1,72,0.73,252,Low price
342,159815,Brooklyn,40.6798,-73.93908,Private room,80,108,1,46,0.46,326,Low price
343,159913,Manhattan,40.74346,-73.99882,Private room,150,16,2,47,1.83,344,Low price
344,160994,Alphabet City,40.72972,-73.97995,Entire home/apt,200,26,2,113,1.13,97,Middle price
345,161996,Harlem,40.83096,-73.94633,Entire home/apt,295,41,3,240,2.34,299,Middle price
346,162493,Williamsburg,40.71323,-73.95745,Entire home/apt,450,364,3,37,0.72,2,Middle price
347,162508,Crown Heights,40.67212,-73.9506,Entire home/apt,130,228,7,31,0.35,4,Low price
348,163809,Harlem,40.80523,-73.95139,Entire home/apt,198,141,5,48,0.47,108,Low price
349,163814,Manhattan,40.72636,-73.98917,Entire home/apt,99,14,2,306,3.03,295,Low price
350,164989,Manhattan,40.72351,-73.99683,Private room,140,166,1,75,0.74,0,Low price
351,165080,Brooklyn,40.6809,-73.99233,Entire home/apt,500,364,7,7,0.07,0,High price
352,165461,Morningside Heights,40.80525,-73.95916,Private room,75,150,5,60,0.59,313,Low price
353,166541,Washington Heights,40.84468,-73.94303,Private room,75,31,2,37,0.36,318,Low price
354,168084,Manhattan,40.72578,-73.97879,Entire home/apt,190,329,3,167,1.72,0,Low price
355,168123,Brooklyn,40.66085,-73.98537,Entire home/apt,105,272,28,106,1.05,0,Low price
356,170761,Brooklyn,40.68768,-73.97611,Private room,85,187,2,47,0.69,0,Low price
357,172499,Upper East Side,40.77938,-73.94874,Entire home/apt,250,20,365,26,0.26,0,Middle price
358,173072,Harlem,40.80827,-73.95329,Shared room,49,97,3,186,4.47,345,Low price
359,173151,Brooklyn,40.72901,-73.95812,Private room,91,56,3,255,2.51,0,Low price
360,173742,Manhattan,40.73476,-73.98452,Entire home/apt,400,31,2,110,1.12,332,Middle price
361,174527,Bushwick,40.69055,-73.92357,Entire home/apt,150,273,2,11,0.38,32,Low price
362,174966,Upper West Side,40.7735,-73.98697,Entire home/apt,2000,1,30,30,0.31,1,High price
363,176135,Brooklyn,40.67505,-73.95969,Entire home/apt,97,173,3,33,0.33,270,Low price
364,176653,East Village,40.72974,-73.98201,Private room,100,361,4,51,0.5,21,Low price
365,177421,Greenpoint,40.72315,-73.95226,Entire home/apt,500,121,2,24,0.24,58,High price
366,177606,Kips Bay,40.74112,-73.97686,Entire home/apt,189,11,6,101,1.01,341,Low price
367,179670,Lower East Side,40.72019,-73.98217,Private room,130,4,3,111,1.11,355,Low price
368,180507,Queens,40.75744,-73.92163,Entire home/apt,300,0,30,21,0.21,279,Middle price
369,180792,Astoria,40.75695,-73.9202,Entire home/apt,220,29,30,25,0.25,357,Middle price
370,181972,Manhattan,40.8296,-73.94651,Entire home/apt,199,336,2,126,1.26,44,Low price
371,182069,Harlem,40.79056,-73.9468,Entire home/apt,120,88,4,102,1.02,333,Low price
372,182177,Baychester,40.86466,-73.85709,Entire home/apt,125,22,2,295,2.93,270,Low price
373,182649,Brooklyn,40.71312,-73.96199,Private room,70,293,2,254,2.55,50,Low price
374,187566,Bedford-Stuyvesant,40.69242,-73.95097,Entire home/apt,99,39,2,209,2.09,314,Low price
375,188661,Prospect Heights,40.68262,-73.97299,Entire home/apt,170,120,3,67,0.67,0,Low price
376,189135,Midtown,40.76311,-73.99388,Private room,99,14,1,97,1.03,358,Low price
377,189732,Brooklyn,40.67497,-73.87305,Entire home/apt,169,29,3,192,1.92,334,Low price
378,189787,Brooklyn,40.66788,-73.94813,Entire home/apt,99,263,4,101,1.0,12,Low price
379,190542,Bedford-Stuyvesant,40.68967,-73.95445,Entire home/apt,160,5,3,46,0.46,355,Low price
380,190968,Prospect Heights,40.67946,-73.96501,Entire home/apt,215,209,3,36,0.36,168,Middle price
381,190974,Park Slope,40.66944,-73.98083,Entire home/apt,130,60,3,195,2.08,345,Low price
382,191075,East Village,40.72566,-73.97748,Private room,110,18,3,84,0.84,136,Low price
383,191610,Manhattan,40.74639,-74.00352,Private room,111,291,3,74,0.77,48,Low price
384,193105,Midtown,40.7709,-73.99181,Private room,139,355,28,45,0.45,159,Low price
385,193333,Williamsburg,40.71943,-73.95958,Private room,72,40,31,53,0.53,365,Low price
386,193393,Sunnyside,40.74249,-73.92466,Private room,75,357,2,176,1.75,0,Low price
387,194154,Manhattan,40.7969,-73.96128,Private room,89,26,6,35,0.35,94,Low price
388,195123,Washington Heights,40.83403,-73.94553,Private room,50,12,1,230,2.28,0,Low price
389,195233,Flatbush,40.65513,-73.95641,Private room,43,328,1,500,7.63,0,Low price
390,195240,Brooklyn,40.65589,-73.95539,Private room,42,323,1,79,0.87,92,Low price
391,195578,Brooklyn,40.70275,-73.94501,Private room,85,344,1,47,0.9,0,Low price
392,195989,Brooklyn,40.67617,-73.98136,Private room,105,91,3,226,2.25,0,Low price
393,197155,Hell's Kitchen,40.76415,-73.99067,Entire home/apt,149,355,2,132,1.32,0,Low price
394,197753,Hamilton Heights,40.83127,-73.94718,Private room,68,48,2,315,3.9,249,Low price
395,197942,Bedford-Stuyvesant,40.68497,-73.95592,Entire home/apt,99,77,3,221,2.21,336,Low price
396,199195,Manhattan,40.82922,-73.94174,Private room,75,289,3,51,0.62,54,Low price
397,199312,Williamsburg,40.71137,-73.94362,Private room,100,49,2,285,2.83,288,Low price
398,200955,Manhattan,40.73089,-73.98195,Entire home/apt,160,259,30,26,0.26,156,Low price
399,201992,Park Slope,40.6755,-73.97859,Entire home/apt,190,14,4,106,1.52,328,Low price
400,204065,Clinton Hill,40.68634,-73.96161,Entire home/apt,248,111,2,63,0.63,0,Middle price
401,204833,Williamsburg,40.7093,-73.9497,Private room,100,26,2,8,0.08,354,Low price
402,204959,Chinatown,40.713,-73.99752,Private room,95,289,3,189,1.92,74,Low price
403,205485,Bedford-Stuyvesant,40.68186,-73.94113,Entire home/apt,145,26,3,132,1.31,339,Low price
404,205735,Brooklyn,40.68364,-73.91076,Private room,41,39,2,62,0.63,339,Low price
405,205867,Brooklyn,40.71893,-73.9428,Entire home/apt,120,179,4,94,1.01,307,Low price
406,206772,Brooklyn,40.71413,-73.96596,Entire home/apt,195,29,4,35,0.36,330,Low price
407,206957,Brooklyn,40.58422,-73.94079,Entire home/apt,70,275,4,129,1.28,85,Low price
408,208889,Brooklyn,40.69025,-73.93323,Entire home/apt,145,120,3,45,0.45,0,Low price
409,209310,Queens,40.73826,-73.92458,Private room,50,206,1,276,2.93,0,Low price
410,211078,Brooklyn,40.73049,-73.96115,Entire home/apt,185,97,3,228,2.27,34,Low price
411,212109,Manhattan,40.73854,-74.00821,Private room,80,49,30,10,0.2,295,Low price
412,212178,Midtown,40.75877,-73.98863,Entire home/apt,230,294,2,193,1.92,95,Middle price
413,215560,Bedford-Stuyvesant,40.68741,-73.95741,Private room,79,298,3,166,1.66,149,Low price
414,215784,Queens,40.75627,-73.9211,Entire home/apt,190,20,30,27,0.27,319,Low price
415,215907,Upper West Side,40.79816,-73.9619,Entire home/apt,300,336,2,46,0.46,11,Middle price
416,217580,Bay Ridge,40.61927,-74.0307,Entire home/apt,100,32,30,7,0.08,153,Low price
417,218358,Manhattan,40.8078,-73.95208,Private room,80,33,90,22,0.37,242,Low price
418,219066,Brooklyn,40.61922,-73.99399,Entire home/apt,110,221,1,26,0.26,333,Low price
419,219922,Manhattan,40.816,-73.95545,Private room,100,279,1,37,0.41,86,Low price
420,220351,Hamilton Heights,40.82748,-73.95153,Private room,55,205,4,101,1.01,0,Low price
421,220946,Alphabet City,40.72229,-73.97901,Entire home/apt,146,125,3,151,1.52,227,Low price
422,221097,Greenpoint,40.72501,-73.95185,Entire home/apt,102,102,29,22,0.22,339,Low price
423,222054,Park Slope,40.68012,-73.97847,Private room,100,16,3,25,0.25,0,Low price
424,222304,Manhattan,40.74233,-73.99865,Entire home/apt,199,286,5,34,0.34,0,Low price
425,222913,Lower East Side,40.71238,-73.98329,Entire home/apt,140,178,30,222,2.27,312,Low price
426,223930,Brooklyn,40.67424,-73.96665,Entire home/apt,150,8,5,24,0.24,349,Low price
427,225306,Bedford-Stuyvesant,40.68749,-73.95494,Private room,79,9,3,131,1.31,216,Low price
428,225887,Fort Greene,40.68645,-73.97538,Private room,140,26,3,164,1.65,0,Low price
429,225926,Brooklyn,40.68999,-73.96711,Private room,191,28,1,175,1.75,334,Low price
430,225976,Rosebank,40.61077,-74.06824,Entire home/apt,75,199,6,80,0.8,267,Low price
431,226021,Williamsburg,40.71126,-73.94576,Entire home/apt,220,213,3,137,1.38,142,Middle price
432,227715,Bedford-Stuyvesant,40.67855,-73.94949,Entire home/apt,80,16,3,246,2.46,347,Low price
433,228317,Brooklyn,40.68516,-73.92521,Entire home/apt,135,99,4,86,0.87,295,Low price
434,228517,Chinatown,40.71611,-73.99828,Entire home/apt,110,0,20,59,0.61,285,Low price
435,228925,Brooklyn,40.67964,-73.93946,Entire home/apt,100,26,30,63,1.63,339,Low price
436,230321,Bedford-Stuyvesant,40.69046,-73.95167,Entire home/apt,99,344,2,40,0.43,45,Low price
437,230877,East Harlem,40.79239,-73.94535,Entire home/apt,140,35,28,115,1.15,365,Low price
438,231154,Queens,40.67238,-73.76583,Private room,70,0,2,31,0.31,365,Low price
439,231414,Manhattan,40.72599,-74.00168,Private room,270,125,5,2,0.03,160,Middle price
440,232612,Brooklyn,40.68309,-73.94219,Entire home/apt,110,107,3,326,3.29,269,Low price
441,233189,Hell's Kitchen,40.76166,-73.99675,Entire home/apt,179,94,30,87,0.88,48,Low price
442,233638,Queens,40.70163,-73.90867,Private room,55,26,1,19,0.24,336,Low price
443,233662,Midtown East,40.75575,-73.96842,Private room,110,201,2,65,0.66,174,Low price
444,234184,Manhattan,40.80903,-73.94197,Entire home/apt,325,224,5,96,0.97,127,Middle price
445,234870,Queens,40.74581,-73.95295,Private room,75,348,1,65,0.7,299,Low price
446,235515,Richmond Hill,40.70033,-73.82987,Private room,40,19,3,54,0.54,261,Low price
447,235552,Brooklyn,40.66414,-73.98574,Entire home/apt,300,198,1,43,0.45,1,Middle price
448,235651,West Village,40.74,-74.00381,Private room,111,14,30,85,0.86,247,Low price
449,235951,Manhattan,40.75348,-73.97065,Entire home/apt,170,292,30,141,1.42,0,Low price
450,235960,Manhattan,40.72066,-73.98506,Entire home/apt,200,31,3,101,1.02,338,Middle price
451,236671,Williamsburg,40.71746,-73.95497,Entire home/apt,180,27,2,149,1.53,193,Low price
452,236788,Brooklyn,40.70257,-73.9847,Entire home/apt,330,353,6,41,0.49,102,Middle price
453,237127,Gramercy Park,40.73833,-73.98186,Entire home/apt,99,47,30,139,1.51,28,Low price
454,239733,Queens,40.77679,-73.91687,Entire home/apt,75,279,28,52,0.53,0,Low price
455,239883,Brooklyn,40.68501,-73.97019,Private room,85,294,5,131,1.32,50,Low price
456,240800,Brooklyn,40.67722,-73.96542,Private room,57,21,3,162,1.65,347,Low price
457,241140,Brooklyn,40.68975,-73.96703,Private room,350,25,1,44,0.45,337,Middle price
458,241159,Brooklyn,40.69221,-73.95866,Entire home/apt,110,364,6,8,0.27,64,Low price
459,242532,Clinton Hill,40.6893,-73.96602,Private room,223,26,1,132,1.34,334,Middle price
460,242643,Williamsburg,40.70832,-73.94157,Entire home/apt,137,2,1,27,0.31,345,Low price
461,243229,Bedford-Stuyvesant,40.68016,-73.94878,Entire home/apt,280,0,3,5,0.05,365,Middle price
462,243708,Williamsburg,40.70875,-73.95508,Entire home/apt,199,232,30,253,2.57,95,Low price
463,245544,The Bronx,40.8679,-73.90023,Private room,42,18,2,125,1.48,347,Low price
464,245574,Bedford-Stuyvesant,40.6889,-73.95383,Entire home/apt,180,106,2,181,1.83,354,Low price
465,245607,Chelsea,40.75127,-73.99637,Entire home/apt,226,33,5,36,0.39,0,Middle price
466,246134,Brooklyn,40.67607,-73.94421,Private room,85,26,3,5,0.05,279,Low price
467,246916,Queens,40.7347,-73.88066,Entire home/apt,79,81,4,72,0.73,308,Low price
468,246938,Manhattan,40.71876,-73.98851,Entire home/apt,154,44,1,262,2.71,320,Low price
469,248865,Brooklyn,40.73787,-73.95385,Entire home/apt,199,11,3,36,0.37,0,Low price
470,248871,Manhattan,40.73066,-74.00287,Entire home/apt,700,38,3,146,1.48,347,High price
471,249867,Bedford-Stuyvesant,40.68707,-73.91918,Private room,100,14,1,7,0.07,339,Low price
472,250259,Brooklyn,40.7184,-73.96019,Entire home/apt,275,3,4,167,3.62,1,Middle price
473,250536,Harlem,40.81068,-73.94288,Private room,125,0,1,11,0.11,365,Low price
474,250801,Manhattan,40.73129,-73.99944,Entire home/apt,850,39,2,119,1.21,0,High price
475,251262,Williamsburg,40.71628,-73.95737,Private room,129,30,2,260,2.66,307,Low price
476,251277,Upper West Side,40.78558,-73.9726,Private room,140,58,2,196,2.0,336,Low price
477,252076,Lower East Side,40.7146,-73.991,Private room,115,26,4,159,1.63,347,Low price
478,253466,Brooklyn,40.73693,-73.95284,Entire home/apt,199,9,3,35,0.47,108,Low price
479,253471,Brooklyn,40.73641,-73.9533,Entire home/apt,199,9,3,24,0.3,108,Low price
480,253475,Greenpoint,40.73794,-73.95254,Entire home/apt,199,9,3,65,0.69,108,Low price
481,253590,Manhattan,40.79771,-73.96323,Entire home/apt,185,205,2,22,0.29,84,Low price
482,253623,Manhattan,40.81512,-73.94692,Private room,81,361,2,72,0.73,0,Low price
483,253800,Greenpoint,40.7373,-73.95323,Entire home/apt,199,9,3,28,0.28,108,Low price
484,253803,Greenpoint,40.73708,-73.95271,Entire home/apt,199,9,3,24,0.26,108,Low price
485,253806,Greenpoint,40.73652,-73.95236,Entire home/apt,199,10,3,45,0.46,108,Low price
486,253811,Brooklyn,40.73693,-73.95316,Entire home/apt,199,9,3,36,0.37,95,Low price
487,253815,Greenpoint,40.73784,-73.95324,Entire home/apt,199,10,3,47,0.5,0,Low price
488,253828,Greenpoint,40.73674,-73.95247,Private room,349,9,3,8,0.09,15,Middle price
489,253839,Brooklyn,40.73783,-73.95259,Private room,249,9,3,4,0.04,22,Middle price
490,253842,Greenpoint,40.73714,-73.95296,Private room,299,9,3,6,0.1,0,Middle price
491,253846,Greenpoint,40.73731,-73.9545,Hotel room,179,9,3,6,0.07,22,Low price
492,254131,Jackson Heights,40.74965,-73.89344,Private room,59,0,5,60,0.67,365,Low price
493,254168,Brooklyn,40.73793,-73.95316,Private room,599,9,3,7,0.08,0,High price
494,255024,Brooklyn,40.70271,-73.91566,Entire home/apt,220,37,2,191,2.68,317,Middle price
495,255476,Williamsburg,40.7116,-73.9529,Private room,89,213,4,31,0.73,0,Low price
496,255601,Brooklyn,40.69241,-73.94885,Entire home/apt,170,20,2,206,2.1,329,Low price
497,256369,Brooklyn,40.68946,-73.99385,Private room,98,77,4,232,2.36,0,Low price
498,257097,Bedford-Stuyvesant,40.68226,-73.95473,Entire home/apt,125,46,30,32,0.33,253,Low price
499,257568,East New York,40.67855,-73.8896,Private room,48,119,90,53,0.54,1,Low price
500,257787,Brooklyn,40.71408,-73.9489,Private room,82,203,5,261,2.65,152,Low price
501,258284,Clinton Hill,40.68618,-73.96144,Entire home/apt,154,269,3,233,2.37,114,Low price
502,258397,Park Slope,40.67379,-73.98454,Entire home/apt,139,69,3,149,1.52,89,Low price
503,258688,West Village,40.74031,-74.00532,Entire home/apt,325,325,4,46,0.48,1,Middle price
504,258690,Manhattan,40.74618,-74.00392,Entire home/apt,195,167,365,10,0.12,0,Low price
505,258838,Staten Island,40.59251,-74.06479,Entire home/apt,250,35,2,23,0.26,344,Middle price
506,259946,South Beach,40.59262,-74.06659,Entire home/apt,125,30,2,9,0.1,204,Low price
507,260765,Upper East Side,40.76928,-73.95021,Entire home/apt,189,35,2,323,3.36,350,Low price
508,261194,Bedford-Stuyvesant,40.68338,-73.95289,Entire home/apt,130,175,3,21,0.27,0,Low price
509,261344,Manhattan,40.70523,-74.01345,Private room,101,69,5,61,0.63,0,Low price
510,262343,Manhattan,40.72087,-73.99022,Entire home/apt,153,309,31,62,0.63,49,Low price
511,262405,Brooklyn,40.64468,-73.94219,Entire home/apt,92,301,4,64,0.7,59,Low price
512,262583,West Village,40.73312,-74.0042,Entire home/apt,300,53,4,169,1.74,0,Middle price
513,263005,Brooklyn,40.69778,-73.97676,Entire home/apt,160,340,30,114,1.18,3,Low price
