,id,neighbourhood,latitude,longitude,room_type,price,days_occupied_in_2019,minimum_nights,number_of_reviews,reviews_per_month,availability_2020,Price category
3889,16792642,Park Slope,40.666,-73.9902,Entire home/apt,210,298,2,105,4.22,0,Middle price
3890,18758370,Park Slope,40.66615,-73.98554,Entire home/apt,150,299,2,88,2.94,0,Low price
3891,30462980,Park Slope,40.67332,-73.97302,Entire home/apt,100,300,2,6,0.52,63,Low price
3892,1645196,Park Slope,40.67179,-73.97248,Entire home/apt,140,303,2,54,1.67,19,Low price
3893,17552185,Park Slope,40.67573,-73.97993,Entire home/apt,115,326,2,114,3.63,0,Low price
3894,15289231,Park Slope,40.66634,-73.98185,Entire home/apt,144,332,2,37,0.96,0,Low price
3895,22026830,Park Slope,40.66615,-73.98747,Entire home/apt,131,357,2,86,3.91,0,Low price
3896,7869876,Port Morris,40.80247,-73.91435,Entire home/apt,90,48,2,173,3.34,337,Low price
3897,13315967,Port Morris,40.80884,-73.9302,Entire home/apt,139,222,2,38,0.95,123,Low price
3898,8664611,Port Richmond,40.62859,-74.12272,Entire home/apt,75,49,2,145,2.85,0,Low price
3899,26320074,Prospect Heights,40.67953,-73.97303,Entire home/apt,449,23,2,42,2.51,340,Middle price
3900,5404201,Prospect Heights,40.67665,-73.97094,Entire home/apt,180,145,2,151,2.67,202,Low price
3901,8293281,Prospect Heights,40.67835,-73.97074,Entire home/apt,125,177,2,101,3.03,156,Low price
3902,25070741,Prospect Heights,40.67711,-73.9646,Entire home/apt,210,224,2,59,3.5,134,Middle price
3903,18489366,Prospect Heights,40.67696,-73.96669,Entire home/apt,165,234,2,40,3.75,0,Low price
3904,10282307,Prospect Heights,40.67357,-73.96577,Entire home/apt,150,315,2,84,2.39,147,Low price
3905,24915761,Prospect Heights,40.6813,-73.97449,Entire home/apt,179,353,2,19,1.24,0,Low price
3906,29835159,Prospect Heights,40.68162,-73.96818,Entire home/apt,149,357,2,8,0.62,0,Low price
3907,3641819,Prospect Heights,40.6786,-73.96694,Entire home/apt,175,358,2,26,0.41,0,Low price
3908,21392488,Queens,40.71285,-73.87627,Entire home/apt,250,1,2,5,0.2,364,Middle price
3909,17154204,Queens,40.65439,-73.73185,Entire home/apt,100,5,2,52,1.65,360,Low price
3910,4742102,Queens,40.7312,-73.78579,Entire home/apt,375,7,2,34,0.67,362,Middle price
3911,30060926,Queens,40.69869,-73.749,Entire home/apt,250,8,2,8,0.71,363,Middle price
3912,11421994,Queens,40.70679,-73.91692,Entire home/apt,118,10,2,178,3.9,0,Low price
3913,14262383,Queens,40.69364,-73.78025,Entire home/apt,100,10,2,46,1.17,362,Low price
3914,29965995,Queens,40.77403,-73.92213,Entire home/apt,299,11,2,14,1.31,347,Middle price
3915,19675738,Queens,40.71833,-73.7507,Entire home/apt,125,12,2,62,2.17,0,Low price
3916,25015496,Queens,40.66954,-73.80601,Entire home/apt,93,12,2,57,3.02,102,Low price
3917,6775943,Queens,40.68982,-73.85379,Entire home/apt,60,14,2,106,2.62,72,Low price
3918,26735305,Queens,40.71734,-73.86,Entire home/apt,110,15,2,15,0.89,352,Low price
3919,27427898,Queens,40.71662,-73.85971,Entire home/apt,140,15,2,24,1.66,352,Low price
3920,14841838,Queens,40.75495,-73.87774,Entire home/apt,140,16,2,143,3.63,338,Low price
3921,5738785,Queens,40.7583,-73.87679,Entire home/apt,112,17,2,8,0.59,348,Low price
3922,27836864,Queens,40.70046,-73.74834,Entire home/apt,130,17,2,27,1.8,361,Low price
3923,27923577,Queens,40.71075,-73.7823,Entire home/apt,399,18,2,26,2.1,338,Middle price
3924,29157211,Queens,40.68308,-73.81649,Entire home/apt,165,18,2,41,2.94,351,Low price
3925,7116799,Queens,40.69121,-73.78342,Entire home/apt,130,19,2,78,1.51,311,Low price
3926,24620408,Queens,40.70022,-73.90025,Entire home/apt,200,19,2,47,2.48,351,Middle price
3927,3975630,Queens,40.74433,-73.91172,Entire home/apt,150,19,2,128,2.0,352,Low price
3928,22000376,Queens,40.76483,-73.79583,Entire home/apt,460,21,2,63,2.6,54,Middle price
3929,23437793,Queens,40.7605,-73.92795,Entire home/apt,100,23,2,62,3.01,309,Low price
3930,8623370,Queens,40.72001,-73.75402,Entire home/apt,85,23,2,68,1.36,354,Low price
3931,22037715,Queens,40.69863,-73.74941,Entire home/apt,275,24,2,43,1.84,361,Middle price
3932,14322869,Queens,40.75868,-73.92615,Entire home/apt,122,26,2,153,3.82,0,Low price
3933,978386,Queens,40.75751,-73.91678,Entire home/apt,85,27,2,292,3.62,318,Low price
3934,14354732,Queens,40.75842,-73.81996,Entire home/apt,200,28,2,103,2.59,65,Middle price
3935,14341397,Queens,40.76623,-73.90911,Entire home/apt,99,28,2,173,4.31,275,Low price
3936,951365,Queens,40.7099,-73.91509,Entire home/apt,115,29,2,80,0.97,311,Low price
3937,22173762,Queens,40.76403,-73.90612,Entire home/apt,280,29,2,93,3.91,349,Middle price
3938,12759453,Queens,40.68891,-73.73531,Entire home/apt,79,31,2,106,2.45,344,Low price
3939,6422511,Queens,40.75348,-73.81785,Entire home/apt,105,31,2,221,4.0,352,Low price
3940,21136851,Queens,40.76982,-73.90254,Entire home/apt,150,32,2,19,0.73,341,Low price
3941,20679396,Queens,40.75895,-73.79196,Entire home/apt,80,34,2,109,3.97,0,Low price
3942,2836845,Queens,40.77297,-73.91604,Entire home/apt,160,36,2,189,2.78,328,Low price
3943,14301857,Queens,40.70882,-73.9179,Entire home/apt,135,45,2,90,2.27,324,Low price
3944,28838614,Queens,40.72085,-73.7496,Entire home/apt,68,47,2,48,3.39,336,Low price
3945,21566887,Queens,40.69659,-73.81435,Entire home/apt,90,48,2,66,2.63,252,Low price
3946,5424042,Queens,40.75077,-73.80676,Entire home/apt,259,52,2,72,1.25,301,Middle price
3947,28941710,Queens,40.75137,-73.86081,Entire home/apt,69,53,2,70,4.91,68,Low price
3948,28287653,Queens,40.74613,-73.95343,Entire home/apt,600,55,2,4,0.31,278,High price
3949,4593770,Queens,40.75401,-73.88236,Entire home/apt,100,56,2,24,0.4,6,Low price
3950,18496255,Queens,40.74888,-73.8066,Entire home/apt,400,62,2,10,0.35,300,Middle price
3951,6074975,Queens,40.74896,-73.80715,Entire home/apt,369,62,2,77,1.39,301,Middle price
3952,9427868,Queens,40.75114,-73.80695,Entire home/apt,500,63,2,29,1.01,302,High price
3953,18023825,Queens,40.72736,-73.89659,Entire home/apt,100,63,2,102,3.16,310,Low price
3954,23601676,Queens,40.76187,-73.92762,Entire home/apt,190,65,2,88,4.17,327,Low price
3955,5509980,Queens,40.70612,-73.9079,Entire home/apt,135,74,2,97,1.69,0,Low price
3956,20356797,Queens,40.67801,-73.8459,Entire home/apt,110,77,2,65,2.32,264,Low price
3957,26221423,Queens,40.7452,-73.9535,Entire home/apt,155,82,2,64,3.78,254,Low price
3958,23727326,Queens,40.69589,-73.89572,Entire home/apt,100,83,2,79,3.85,0,Low price
3959,13042637,Queens,40.74691,-73.91763,Entire home/apt,170,83,2,173,4.28,0,Low price
3960,27435989,Queens,40.71775,-73.87488,Entire home/apt,85,86,2,50,3.2,279,Low price
3961,19591709,Queens,40.75794,-73.8767,Entire home/apt,120,94,2,118,4.0,320,Low price
3962,14654573,Queens,40.74202,-73.92479,Entire home/apt,125,105,2,143,3.61,201,Low price
3963,21834484,Queens,40.72609,-73.90112,Entire home/apt,245,114,2,117,4.78,217,Middle price
3964,19642050,Queens,40.70838,-73.85156,Entire home/apt,105,116,2,70,2.4,337,Low price
3965,21124150,Queens,40.65059,-73.82896,Entire home/apt,100,123,2,61,2.31,242,Low price
3966,26107318,Queens,40.74436,-73.95205,Entire home/apt,175,124,2,63,3.9,229,Low price
3967,4092826,Queens,40.71291,-73.84678,Entire home/apt,180,126,2,115,1.81,253,Low price
3968,3760029,Queens,40.75508,-73.91673,Entire home/apt,100,152,2,157,2.49,185,Low price
3969,17347938,Queens,40.75651,-73.91485,Entire home/apt,180,156,2,95,3.02,0,Low price
3970,8416015,Queens,40.75273,-73.87144,Entire home/apt,104,157,2,184,3.62,232,Low price
3971,20425764,Queens,40.75905,-73.93203,Entire home/apt,295,160,2,129,4.7,185,Middle price
3972,22342547,Queens,40.66566,-73.76002,Entire home/apt,95,164,2,44,1.97,338,Low price
3973,4026150,Queens,40.74561,-73.88514,Entire home/apt,79,166,2,147,2.3,60,Low price
3974,12645495,Queens,40.76107,-73.86664,Entire home/apt,175,192,2,86,2.42,218,Low price
3975,17478780,Queens,40.74122,-73.85334,Entire home/apt,149,194,2,59,1.85,258,Low price
3976,24800766,Queens,40.69968,-73.89874,Entire home/apt,250,195,2,16,0.86,169,Middle price
3977,20728525,Queens,40.68503,-73.77983,Entire home/apt,150,195,2,61,2.23,173,Low price
3978,29968478,Queens,40.73134,-73.8521,Entire home/apt,175,197,2,9,0.78,178,Low price
3979,22985419,Queens,40.72249,-73.75486,Entire home/apt,200,198,2,71,3.36,155,Middle price
3980,28344775,Queens,40.7563,-73.92971,Entire home/apt,134,198,2,17,1.38,163,Low price
3981,13073701,Queens,40.75058,-73.8535,Entire home/apt,119,201,2,51,1.22,354,Low price
3982,12236124,Queens,40.74594,-73.91727,Entire home/apt,110,207,2,32,1.53,0,Low price
3983,29262039,Queens,40.71018,-73.85229,Entire home/apt,100,210,2,39,3.05,149,Low price
3984,28344462,Queens,40.69153,-73.77667,Entire home/apt,150,211,2,34,2.3,166,Low price
3985,14021937,Queens,40.77903,-73.9129,Entire home/apt,100,214,2,71,1.73,159,Low price
3986,26559313,Queens,40.75311,-73.93628,Entire home/apt,285,215,2,47,2.79,232,Middle price
3987,14070671,Queens,40.75479,-73.85776,Entire home/apt,69,216,2,208,5.26,138,Low price
3988,13997552,Queens,40.75687,-73.91597,Entire home/apt,135,217,2,165,4.07,195,Low price
3989,24024456,Queens,40.73276,-73.87252,Entire home/apt,188,220,2,36,1.76,164,Low price
3990,4956469,Queens,40.7583,-73.77232,Entire home/apt,80,221,2,151,4.83,314,Low price
3991,28817364,Queens,40.74451,-73.91106,Entire home/apt,115,224,2,48,3.39,164,Low price
3992,23319467,Queens,40.75363,-73.88151,Entire home/apt,93,226,2,91,4.23,125,Low price
3993,5020687,Queens,40.75784,-73.83181,Entire home/apt,72,230,2,113,3.46,135,Low price
3994,22362691,Queens,40.70037,-73.89344,Entire home/apt,60,236,2,44,1.91,106,Low price
3995,4279260,Queens,40.70463,-73.90132,Entire home/apt,150,259,2,92,1.63,68,Low price
3996,6169335,Queens,40.70801,-73.9011,Entire home/apt,150,269,2,91,1.67,9,Low price
3997,20575645,Queens,40.78881,-73.82882,Entire home/apt,250,269,2,7,0.25,339,Middle price
3998,23763367,Queens,40.77451,-73.92712,Entire home/apt,89,271,2,90,4.34,72,Low price
3999,27584413,Queens,40.73469,-73.85426,Entire home/apt,65,273,2,92,5.84,134,Low price
4000,27703666,Queens,40.76189,-73.77349,Entire home/apt,120,276,2,30,2.34,246,Low price
4001,19080983,Queens,40.70288,-73.81955,Entire home/apt,104,279,2,92,3.18,88,Low price
4002,26200249,Queens,40.6964,-73.82837,Entire home/apt,215,280,2,2,0.12,358,Middle price
4003,16039453,Queens,40.69469,-73.78196,Entire home/apt,110,281,2,22,1.75,363,Low price
4004,14274403,Queens,40.76777,-73.87733,Entire home/apt,76,288,2,109,4.94,67,Low price
4005,13911835,Queens,40.76963,-73.93041,Entire home/apt,115,290,2,75,1.82,69,Low price
4006,23768711,Queens,40.75665,-73.83317,Entire home/apt,149,291,2,35,1.71,67,Low price
4007,2651810,Queens,40.71827,-73.90647,Entire home/apt,80,292,2,75,3.06,66,Low price
4008,22972832,Queens,40.75794,-73.83234,Entire home/apt,150,292,2,75,3.34,79,Low price
4009,21714930,Queens,40.75314,-73.81964,Entire home/apt,245,295,2,60,2.41,259,Middle price
4010,25894924,Queens,40.68257,-73.77949,Entire home/apt,75,297,2,37,2.16,0,Low price
4011,20917327,Queens,40.6959,-73.75159,Entire home/apt,85,297,2,68,2.52,4,Low price
4012,16242765,Queens,40.75418,-73.88586,Entire home/apt,235,301,2,14,0.43,64,Middle price
4013,4270499,Queens,40.76369,-73.92291,Entire home/apt,125,302,2,112,1.79,0,Low price
4014,21251832,Queens,40.75353,-73.90744,Entire home/apt,120,303,2,66,2.78,162,Low price
4015,15286645,Queens,40.74767,-73.90721,Entire home/apt,110,304,2,9,0.24,81,Low price
4016,28360016,Queens,40.68033,-73.77753,Entire home/apt,100,306,2,63,4.69,244,Low price
4017,30105773,Queens,40.77298,-73.92461,Entire home/apt,89,309,2,2,0.18,0,Low price
4018,2104910,Queens,40.70988,-73.90845,Entire home/apt,99,311,2,57,0.82,55,Low price
4019,26751201,Queens,40.76538,-73.92726,Entire home/apt,150,314,2,66,3.88,151,Low price
4020,19030149,Queens,40.67488,-73.85568,Entire home/apt,110,319,2,96,3.28,0,Low price
4021,19018157,Queens,40.70388,-73.88012,Entire home/apt,100,330,2,120,4.46,0,Low price
4022,4217758,Queens,40.70729,-73.91697,Entire home/apt,98,336,2,169,2.7,48,Low price
4023,9182008,Queens,40.77497,-73.91425,Entire home/apt,139,338,2,18,0.37,0,Low price
4024,27838541,Queens,40.76942,-73.92772,Entire home/apt,130,338,2,3,0.26,30,Low price
4025,29854034,Queens,40.74635,-73.94035,Entire home/apt,120,340,2,3,0.27,2,Low price
4026,24757985,Queens,40.69709,-73.89556,Entire home/apt,150,340,2,6,0.41,5,Low price
4027,22063918,Queens,40.74475,-73.88266,Entire home/apt,90,343,2,8,0.34,0,Low price
4028,25674371,Queens,40.71288,-73.74334,Entire home/apt,100,345,2,61,3.36,33,Low price
4029,15111300,Queens,40.7579,-73.93052,Entire home/apt,115,349,2,5,0.13,0,Low price
4030,8111321,Queens,40.768,-73.92429,Entire home/apt,70,354,2,15,0.29,96,Low price
4031,28291780,Queens,40.75472,-73.91891,Entire home/apt,125,360,2,27,1.81,33,Low price
4032,27730153,Queens,40.76969,-73.92197,Entire home/apt,170,363,2,11,0.72,0,Low price
4033,23856563,Queens,40.74643,-73.94693,Entire home/apt,125,363,2,15,0.89,1,Low price
4034,6429905,Red Hook,40.67731,-74.0112,Entire home/apt,160,27,2,72,1.3,352,Low price
4035,5990045,Red Hook,40.67477,-74.01046,Entire home/apt,1000,45,2,84,1.56,301,High price
4036,2716009,Red Hook,40.67795,-74.00747,Entire home/apt,200,59,2,29,1.92,36,Middle price
4037,21161038,Red Hook,40.67844,-74.01058,Entire home/apt,120,83,2,121,4.64,21,Low price
4038,16651348,Red Hook,40.67575,-74.01183,Entire home/apt,93,222,2,63,1.91,209,Low price
4039,23580002,Red Hook,40.67656,-74.01656,Entire home/apt,140,228,2,76,3.61,285,Low price
4040,15660209,Rego Park,40.7184,-73.86015,Entire home/apt,95,54,2,7,0.2,295,Low price
4041,23275777,Rego Park,40.73082,-73.86796,Entire home/apt,109,194,2,78,3.55,65,Low price
4042,21120547,Richmond Hill,40.69474,-73.82284,Entire home/apt,85,22,2,47,1.85,173,Low price
4043,22130055,Richmond Hill,40.70248,-73.81937,Entire home/apt,125,189,2,38,1.6,82,Low price
4044,22189962,Richmond Hill,40.71162,-73.82799,Entire home/apt,80,211,2,16,0.67,346,Low price
4045,26119005,Richmond Hill,40.69608,-73.8286,Entire home/apt,249,293,2,21,1.25,358,Middle price
4046,2956443,Richmond Hill,40.70061,-73.84107,Entire home/apt,255,344,2,65,0.97,271,Middle price
4047,7593556,Ridgewood,40.69962,-73.90439,Entire home/apt,125,13,2,109,2.08,338,Low price
4048,14195677,Ridgewood,40.71628,-73.90093,Entire home/apt,75,26,2,5,0.12,0,Low price
4049,25055293,Ridgewood,40.70498,-73.90023,Entire home/apt,105,234,2,61,3.29,78,Low price
4050,6737048,Ridgewood,40.70737,-73.91439,Entire home/apt,100,356,2,17,1.0,0,Low price
4051,12000603,Riverdale,40.8883,-73.91665,Entire home/apt,150,130,2,87,1.95,258,Low price
4052,23586315,Roosevelt Island,40.75988,-73.95097,Entire home/apt,130,20,2,3,0.15,348,Low price
4053,2261367,Sea Gate,40.57645,-74.01065,Entire home/apt,1485,6,2,9,0.3,260,High price
4054,9079628,Sheepshead Bay,40.59631,-73.95743,Entire home/apt,98,26,2,13,0.27,262,Low price
4055,6892731,Sheepshead Bay,40.58804,-73.95674,Entire home/apt,120,29,2,20,0.47,345,Low price
4056,19979892,Sheepshead Bay,40.58745,-73.95709,Entire home/apt,130,196,2,46,1.63,96,Low price
4057,16810808,Sheepshead Bay,40.59425,-73.95922,Entire home/apt,139,303,2,59,1.85,47,Low price
4058,26818747,Sheepshead Bay,40.58884,-73.95136,Entire home/apt,70,314,2,72,4.67,0,Low price
4059,27730191,Sheepshead Bay,40.59446,-73.94289,Entire home/apt,105,331,2,2,0.3,52,Low price
4060,26366913,Soho,40.72182,-74.00255,Entire home/apt,450,4,2,4,0.65,358,Middle price
4061,2478825,Soho,40.72337,-74.00175,Entire home/apt,500,74,2,18,0.26,0,High price
4062,21095257,Soho,40.72653,-74.00054,Entire home/apt,225,293,2,99,3.9,309,Middle price
4063,7310835,Soho,40.72268,-74.00269,Entire home/apt,650,347,2,25,0.48,16,High price
4064,23996716,Soho,40.72613,-74.00188,Entire home/apt,200,355,2,49,2.47,14,Middle price
4065,6066563,Soundview,40.8115,-73.85607,Entire home/apt,110,44,2,105,1.92,322,Low price
4066,8518051,Soundview,40.81773,-73.86164,Entire home/apt,100,116,2,68,1.33,357,Low price
4067,30171467,South Ozone Park,40.68048,-73.8125,Entire home/apt,72,13,2,39,3.3,339,Low price
4068,7862762,South Street Seaport,40.70623,-74.0051,Entire home/apt,150,303,2,59,1.14,0,Low price
4069,17257339,St. George,40.64508,-74.08126,Entire home/apt,180,45,2,74,2.34,156,Low price
4070,17075535,St. George,40.64332,-74.08283,Entire home/apt,120,179,2,147,4.33,0,Low price
4071,20729216,St. George,40.64119,-74.08369,Entire home/apt,109,226,2,113,5.11,153,Low price
4072,22122388,Staten Island,40.6311,-74.12816,Entire home/apt,149,13,2,4,0.29,308,Low price
4073,19910952,Staten Island,40.62967,-74.1285,Entire home/apt,135,13,2,25,0.87,308,Low price
4074,23219361,Staten Island,40.59078,-74.07504,Entire home/apt,71,14,2,33,1.52,339,Low price
4075,29635732,Staten Island,40.62743,-74.12261,Entire home/apt,140,21,2,24,1.9,343,Low price
4076,8343222,Staten Island,40.62257,-74.09984,Entire home/apt,80,28,2,165,3.23,340,Low price
4077,28031322,Staten Island,40.63556,-74.07623,Entire home/apt,150,39,2,41,2.76,233,Low price
4078,27236170,Staten Island,40.63513,-74.07929,Entire home/apt,135,46,2,92,5.9,0,Low price
4079,14804661,Staten Island,40.63333,-74.11311,Entire home/apt,125,51,2,100,2.56,356,Low price
4080,3892700,Staten Island,40.6205,-74.07451,Entire home/apt,70,62,2,261,4.07,0,Low price
4081,4974843,Staten Island,40.63182,-74.124,Entire home/apt,70,126,2,206,3.49,243,Low price
4082,16883129,Staten Island,40.6322,-74.07789,Entire home/apt,75,219,2,112,3.27,62,Low price
4083,26889078,Staten Island,40.64641,-74.08502,Entire home/apt,130,220,2,80,4.91,142,Low price
4084,21260624,Staten Island,40.57641,-74.12931,Entire home/apt,115,307,2,37,1.44,63,Low price
4085,23336877,Staten Island,40.60809,-74.0727,Entire home/apt,165,322,2,51,2.46,0,Low price
4086,29339219,Sunnyside,40.74299,-73.92441,Entire home/apt,155,3,2,2,0.18,344,Low price
4087,14854013,Sunnyside,40.74473,-73.91334,Entire home/apt,150,29,2,65,1.64,347,Low price
4088,14394217,Sunnyside,40.74962,-73.91664,Entire home/apt,130,79,2,135,3.39,315,Low price
4089,16202962,Sunnyside,40.74604,-73.9217,Entire home/apt,100,180,2,114,3.2,0,Low price
4090,16613394,Sunnyside,40.74201,-73.92096,Entire home/apt,100,256,2,111,3.21,94,Low price
4091,29422942,Sunnyside,40.73986,-73.91996,Entire home/apt,185,295,2,79,5.82,156,Low price
4092,24829645,Sunnyside,40.74617,-73.91592,Entire home/apt,104,359,2,6,0.32,41,Low price
4093,22205284,Sunset Park,40.64212,-73.9973,Entire home/apt,149,18,2,48,2.05,340,Low price
4094,1080543,Sunset Park,40.65475,-74.01211,Entire home/apt,119,23,2,77,0.99,357,Low price
4095,4287589,Sunset Park,40.65031,-74.00239,Entire home/apt,125,26,2,59,0.94,345,Low price
4096,9750139,Sunset Park,40.64218,-74.01175,Entire home/apt,90,47,2,88,1.93,352,Low price
4097,1403129,Sunset Park,40.63947,-74.01888,Entire home/apt,195,68,2,240,3.16,332,Low price
4098,9614785,Sunset Park,40.6454,-74.00782,Entire home/apt,165,98,2,157,3.21,268,Low price
4099,13112895,Sunset Park,40.63885,-74.01959,Entire home/apt,225,122,2,159,3.75,344,Middle price
4100,25893224,Sunset Park,40.64524,-74.01273,Entire home/apt,90,125,2,47,2.7,165,Low price
4101,21277145,Sunset Park,40.64699,-74.01404,Entire home/apt,130,219,2,73,2.82,159,Low price
4102,27703865,Sunset Park,40.6448,-73.99524,Entire home/apt,120,284,2,5,0.34,5,Low price
4103,12813206,Sunset Park,40.65038,-74.00551,Entire home/apt,129,345,2,30,0.77,4,Low price
4104,20269685,The Bronx,40.82704,-73.854,Entire home/apt,250,0,2,4,0.15,365,Middle price
4105,25031387,The Bronx,40.88485,-73.89756,Entire home/apt,399,5,2,32,1.69,361,Middle price
4106,21461282,The Bronx,40.8325,-73.92206,Entire home/apt,65,7,2,39,1.54,293,Low price
4107,4963237,The Bronx,40.87829,-73.83471,Entire home/apt,145,9,2,13,0.3,354,Low price
4108,29614580,The Bronx,40.87831,-73.86511,Entire home/apt,350,16,2,7,0.57,332,Middle price
4109,23139647,The Bronx,40.86578,-73.86534,Entire home/apt,250,16,2,24,1.18,356,Middle price
4110,12346131,The Bronx,40.86323,-73.84638,Entire home/apt,450,18,2,88,1.99,357,Middle price
4111,25476838,The Bronx,40.90329,-73.89991,Entire home/apt,105,26,2,32,1.81,95,Low price
4112,14994076,The Bronx,40.88207,-73.83538,Entire home/apt,299,29,2,2,0.12,354,Middle price
4113,16162933,The Bronx,40.82286,-73.84765,Entire home/apt,70,29,2,96,2.65,355,Low price
4114,26255080,The Bronx,40.8616,-73.86227,Entire home/apt,142,34,2,54,3.1,338,Low price
4115,6939597,The Bronx,40.80993,-73.92613,Entire home/apt,100,40,2,65,1.21,328,Low price
4116,24886110,The Bronx,40.83088,-73.92779,Entire home/apt,103,70,2,60,3.14,314,Low price
4117,25296394,The Bronx,40.85519,-73.82932,Entire home/apt,195,71,2,3,0.2,350,Low price
4118,3312276,The Bronx,40.81444,-73.92516,Entire home/apt,75,78,2,96,1.47,324,Low price
4119,12781270,The Bronx,40.86412,-73.84664,Entire home/apt,75,122,2,111,2.6,312,Low price
4120,22494825,The Bronx,40.80986,-73.9214,Entire home/apt,140,142,2,78,3.73,148,Low price
4121,30340171,The Bronx,40.87684,-73.86389,Entire home/apt,130,191,2,26,2.15,170,Low price
4122,29966192,The Bronx,40.84391,-73.83171,Entire home/apt,99,194,2,15,1.18,358,Low price
4123,28068963,The Bronx,40.87675,-73.86372,Entire home/apt,280,200,2,46,2.99,332,Middle price
4124,26304871,The Bronx,40.85456,-73.86921,Entire home/apt,79,203,2,47,2.98,0,Low price
4125,28911848,The Bronx,40.85413,-73.83065,Entire home/apt,125,206,2,10,0.83,324,Low price
4126,16771876,The Bronx,40.82987,-73.86608,Entire home/apt,60,207,2,123,3.61,142,Low price
4127,15453985,The Bronx,40.81201,-73.90823,Entire home/apt,100,209,2,195,5.13,139,Low price
4128,23597076,The Bronx,40.87021,-73.86095,Entire home/apt,85,211,2,107,5.09,0,Low price
4129,21394750,The Bronx,40.8568,-73.9149,Entire home/apt,175,212,2,83,3.27,135,Low price
4130,25354678,The Bronx,40.89124,-73.83423,Entire home/apt,149,223,2,72,3.86,238,Low price
4131,24695406,The Bronx,40.88764,-73.8558,Entire home/apt,100,224,2,56,2.91,146,Low price
4132,28911830,The Bronx,40.8546,-73.83026,Entire home/apt,299,242,2,2,0.3,333,Middle price
4133,25315154,The Bronx,40.86273,-73.83715,Entire home/apt,80,260,2,103,5.68,167,Low price
4134,25885278,The Bronx,40.82257,-73.83773,Entire home/apt,100,279,2,25,1.43,53,Low price
4135,21811663,The Bronx,40.86264,-73.84854,Entire home/apt,62,286,2,74,3.08,75,Low price
4136,20686134,The Bronx,40.84711,-73.83039,Entire home/apt,80,289,2,83,3.1,41,Low price
4137,22086968,The Bronx,40.84279,-73.86527,Entire home/apt,100,300,2,130,5.36,152,Low price
4138,18865446,The Bronx,40.84978,-73.91839,Entire home/apt,65,301,2,46,1.58,1,Low price
4139,27262079,The Bronx,40.81192,-73.91781,Entire home/apt,132,302,2,74,4.54,4,Low price
4140,13720750,The Bronx,40.8355,-73.83729,Entire home/apt,71,304,2,128,3.08,14,Low price
4141,12496118,The Bronx,40.86947,-73.85993,Entire home/apt,104,306,2,40,0.91,171,Low price
4142,29287113,The Bronx,40.81819,-73.88653,Entire home/apt,150,332,2,5,0.36,0,Low price
4143,26957426,The Bronx,40.83201,-73.89996,Entire home/apt,140,348,2,3,0.18,80,Low price
4144,21541783,The Bronx,40.82245,-73.90875,Entire home/apt,110,363,2,19,0.77,0,Low price
4145,6520350,The Rockaways,40.59399,-73.79693,Entire home/apt,300,0,2,73,1.33,0,Middle price
4146,20155864,The Rockaways,40.59425,-73.79506,Entire home/apt,150,1,2,2,0.07,358,Low price
4147,21850834,The Rockaways,40.59686,-73.80262,Entire home/apt,200,4,2,25,1.33,357,Middle price
4148,24879207,The Rockaways,40.59486,-73.73837,Entire home/apt,250,13,2,32,1.71,81,Middle price
4149,19274199,The Rockaways,40.56931,-73.86122,Entire home/apt,274,21,2,39,1.31,360,Middle price
4150,2578731,The Rockaways,40.58451,-73.815,Entire home/apt,140,31,2,14,0.21,0,Low price
4151,18785110,The Rockaways,40.59217,-73.78976,Entire home/apt,225,31,2,30,0.98,265,Middle price
4152,6044964,The Rockaways,40.58921,-73.79479,Entire home/apt,89,34,2,170,3.09,332,Low price
4153,7043746,The Rockaways,40.5927,-73.7899,Entire home/apt,250,36,2,96,1.78,309,Middle price
4154,27549628,The Rockaways,40.57491,-73.84962,Entire home/apt,200,43,2,43,2.76,359,Middle price
4155,25521464,The Rockaways,40.58829,-73.79975,Entire home/apt,325,56,2,23,1.27,320,Middle price
4156,19747278,The Rockaways,40.59106,-73.8113,Entire home/apt,108,85,2,25,0.88,352,Low price
4157,17106705,The Rockaways,40.58718,-73.81541,Entire home/apt,160,150,2,44,1.43,339,Low price
4158,19673318,The Rockaways,40.58573,-73.8137,Entire home/apt,142,185,2,15,0.51,270,Low price
4159,18994641,The Rockaways,40.59486,-73.78856,Entire home/apt,250,186,2,15,0.5,179,Middle price
4160,13657292,The Rockaways,40.59421,-73.80043,Entire home/apt,280,187,2,37,0.89,0,Middle price
4161,24632456,The Rockaways,40.58466,-73.81628,Entire home/apt,275,201,2,43,2.31,0,Middle price
4162,24910361,The Rockaways,40.57043,-73.85821,Entire home/apt,200,254,2,11,0.62,88,Middle price
4163,19721535,The Rockaways,40.59093,-73.81238,Entire home/apt,140,270,2,10,0.35,166,Low price
4164,12832062,The Rockaways,40.58943,-73.81192,Entire home/apt,145,275,2,32,0.75,0,Low price
4165,16082923,The Rockaways,40.59098,-73.80081,Entire home/apt,100,276,2,54,1.52,0,Low price
4166,7894007,The Rockaways,40.58875,-73.79109,Entire home/apt,200,277,2,72,1.37,86,Middle price
4167,20026248,The Rockaways,40.59082,-73.80328,Entire home/apt,275,277,2,40,1.4,351,Middle price
4168,15342701,The Rockaways,40.59065,-73.79563,Entire home/apt,150,284,2,25,0.66,88,Low price
4169,26815416,The Rockaways,40.58739,-73.81746,Entire home/apt,99,285,2,55,3.28,163,Low price
