,id,latitude,longitude,price,days_occupied_in_2019,minimum_nights,number_of_reviews,reviews_per_month,availability_2020,clusters,cluster
4439,22451798,40.68427,-73.93118,75,39,3,111,4.89,317,0,pink
4440,4227161,40.68542,-73.95184,1050,39,3,131,2.17,337,1,purple
4441,1918903,40.67963,-73.9375,140,44,3,159,2.23,242,1,purple
4442,16749005,40.68039,-73.94302,250,46,3,71,2.2,321,2,dark purple
4443,6316121,40.68321,-73.93666,132,46,3,124,2.23,325,1,purple
4444,21501622,40.67664,-73.91163,90,49,3,47,1.91,328,0,pink
4445,11190831,40.67981,-73.94372,145,51,3,134,3.07,314,2,dark purple
4446,16409634,40.68699,-73.92258,399,51,3,38,1.08,338,2,dark purple
4447,4877884,40.68175,-73.9153,145,52,3,230,3.83,302,1,purple
4448,3752035,40.68772,-73.95484,180,57,3,84,1.4,337,1,purple
4449,2151479,40.68922,-73.94626,117,68,3,114,1.68,332,1,purple
4450,21769638,40.69395,-73.95232,150,70,3,61,2.49,295,0,pink
4451,1347847,40.69376,-73.93776,225,78,3,249,3.35,302,1,purple
4452,2918393,40.68432,-73.9425,151,85,3,34,0.5,265,1,purple
4453,7037791,40.6874,-73.9383,180,87,3,138,2.57,293,1,purple
4454,3004348,40.68426,-73.95054,100,91,3,307,4.57,315,1,purple
4455,6827028,40.68876,-73.93764,177,98,3,161,3.06,315,1,purple
4456,1881556,40.68413,-73.92693,120,103,3,222,3.04,197,1,purple
4457,3710436,40.67862,-73.94687,199,106,3,120,1.98,7,1,purple
4458,1439162,40.68238,-73.93795,99,109,3,218,2.84,213,1,purple
4459,13153886,40.68145,-73.94208,170,113,3,84,2.05,320,2,dark purple
4460,7205861,40.68435,-73.93806,125,115,3,20,0.39,218,1,purple
4461,8884181,40.68846,-73.95653,200,123,3,127,2.59,212,1,purple
4462,22217757,40.68376,-73.95109,66,128,3,60,3.45,161,0,pink
4463,8609779,40.68552,-73.95328,110,139,3,144,2.87,167,1,purple
4464,17339881,40.68469,-73.947,120,139,3,138,4.08,247,2,dark purple
4465,2080861,40.69049,-73.93748,177,144,3,226,3.13,294,1,purple
4466,5547081,40.68937,-73.95097,298,145,3,18,0.32,109,1,purple
4467,26260012,40.6916,-73.92915,129,145,3,10,0.7,203,0,pink
4468,20619757,40.68303,-73.95431,130,146,3,80,2.96,327,2,dark purple
4469,24369857,40.69372,-73.9485,124,148,3,82,4.3,279,0,pink
4470,14841128,40.68234,-73.94943,152,150,3,149,4.03,1,2,dark purple
4471,5433967,40.68369,-73.91349,120,153,3,208,3.64,205,1,purple
4472,22937095,40.68898,-73.95835,98,165,3,60,2.66,118,0,pink
4473,23062725,40.67958,-73.90858,119,170,3,83,4.13,197,0,pink
4474,21733997,40.68639,-73.93263,80,185,3,13,0.53,236,0,pink
4475,14991887,40.68664,-73.93849,100,195,3,49,2.39,99,2,dark purple
4476,5605822,40.68175,-73.93886,135,199,3,164,2.89,107,1,purple
4477,14756913,40.68112,-73.9302,120,201,3,74,1.89,70,2,dark purple
4478,14533013,40.68438,-73.95188,125,201,3,38,0.96,275,2,dark purple
4479,23070522,40.6849,-73.91811,140,202,3,36,1.72,153,0,pink
4480,8118112,40.68285,-73.93961,125,202,3,106,2.05,166,1,purple
4481,27517686,40.68249,-73.93916,145,203,3,40,2.61,152,0,pink
4482,16503382,40.68988,-73.95334,110,205,3,159,4.45,0,2,dark purple
4483,29158689,40.69732,-73.93684,125,207,3,34,2.54,320,0,pink
4484,6569350,40.68258,-73.93893,145,208,3,142,2.61,161,1,purple
4485,19691108,40.68128,-73.93202,99,209,3,65,2.39,75,2,dark purple
4486,5659666,40.68309,-73.92909,125,212,3,66,1.18,169,1,purple
4487,18706173,40.68416,-73.9551,160,213,3,71,2.42,144,2,dark purple
4488,8843995,40.68549,-73.93268,100,215,3,164,3.25,147,1,purple
4489,17249755,40.69,-73.93783,110,225,3,87,2.56,154,2,dark purple
4490,16480273,40.69158,-73.93776,100,226,3,85,2.5,107,2,dark purple
4491,19099537,40.6785,-73.91803,100,228,3,125,4.19,129,2,dark purple
4492,17493275,40.69478,-73.96126,140,233,3,47,2.84,74,2,dark purple
4493,29155175,40.68364,-73.92306,139,238,3,59,4.31,315,0,pink
4494,28054489,40.68476,-73.9548,130,244,3,2,0.17,0,0,pink
4495,19602390,40.68296,-73.93052,100,249,3,86,2.95,95,2,dark purple
4496,9046203,40.67867,-73.92282,130,268,3,142,2.9,1,1,purple
4497,25167819,40.68456,-73.92489,169,276,3,11,0.65,32,0,pink
4498,15659743,40.6804,-73.93648,125,282,3,108,2.88,162,2,dark purple
4499,3643673,40.68949,-73.92784,100,288,3,40,0.61,77,1,purple
4500,4378951,40.68578,-73.93965,170,289,3,223,3.72,163,1,purple
4501,19786240,40.68827,-73.94943,550,292,3,4,0.17,89,2,dark purple
4502,21789193,40.68554,-73.93429,120,293,3,10,0.8,0,0,pink
4503,14914739,40.68381,-73.94346,250,294,3,60,1.53,19,2,dark purple
4504,7698722,40.68599,-73.9394,99,294,3,110,2.4,60,1,purple
4505,4480793,40.68256,-73.94326,125,297,3,36,0.6,73,1,purple
4506,30132711,40.69176,-73.95396,120,298,3,30,2.47,62,0,pink
4507,9676482,40.68986,-73.95892,125,298,3,56,1.17,62,1,purple
4508,15367894,40.68709,-73.95444,125,301,3,107,2.78,4,2,dark purple
4509,21191546,40.68747,-73.92879,189,306,3,90,3.45,42,2,dark purple
4510,28631359,40.6843,-73.91985,89,306,3,69,4.72,59,0,pink
4511,27302499,40.6855,-73.95677,125,308,3,20,1.31,0,0,pink
4512,25033991,40.68061,-73.93642,189,308,3,40,2.2,21,0,pink
4513,5205123,40.6856,-73.95332,150,325,3,45,0.87,0,1,purple
4514,10615883,40.69506,-73.95019,145,334,3,48,1.04,0,2,dark purple
4515,19470886,40.68779,-73.95378,60,336,3,19,0.65,59,2,dark purple
4516,23893916,40.68229,-73.93261,100,341,3,48,2.34,0,0,pink
4517,21455957,40.6918,-73.95884,85,347,3,23,0.93,0,0,pink
4518,5815437,40.69007,-73.92898,125,352,3,8,0.14,39,1,purple
4519,29759120,40.69299,-73.92934,81,353,3,6,0.45,0,0,pink
4520,6249740,40.68537,-73.95402,199,354,3,10,0.18,0,1,purple
4521,7354701,40.68396,-73.92872,159,355,3,9,0.25,0,1,purple
4522,30109151,40.69137,-73.96,155,358,3,12,1.03,0,0,pink
4523,25421109,40.68695,-73.91937,120,360,3,2,0.13,0,0,pink
4524,1559435,40.68864,-73.9213,75,360,3,36,0.6,6,1,purple
4525,22107189,40.68518,-73.95328,88,362,3,5,0.21,1,0,pink
4526,17958414,40.61901,-74.00045,120,12,3,53,1.64,350,2,dark purple
4527,27394897,40.60569,-73.99823,113,210,3,27,1.71,163,0,pink
4528,29628380,40.61954,-73.91133,85,28,3,26,2.07,347,0,pink
4529,26337617,40.62402,-73.91681,85,284,3,44,2.84,157,0,pink
4530,3282550,40.6846,-73.98454,158,86,3,12,0.18,0,1,purple
4531,7695043,40.68589,-73.99102,165,134,3,44,0.83,252,1,purple
4532,21950138,40.6853,-73.98804,550,311,3,7,0.36,0,0,pink
4533,3840541,40.69054,-73.99039,150,328,3,80,1.45,118,1,purple
4534,25369155,40.69015,-73.99098,140,357,3,10,0.6,14,0,pink
4535,7688839,40.68732,-73.99245,147,362,3,27,0.54,0,1,purple
4536,21368441,40.68497,-73.97986,200,362,3,57,2.32,0,2,dark purple
4537,15775237,40.68501,-73.98581,255,362,3,18,0.51,16,2,dark purple
4538,4782569,40.61959,-73.97857,81,27,3,56,1.13,313,1,purple
4539,22150523,40.64017,-73.9105,290,1,3,6,0.39,364,0,pink
4540,857810,40.71373,-73.94958,249,2,3,33,0.4,350,1,purple
4541,22802275,40.65676,-73.94139,150,2,3,1,0.06,363,0,pink
4542,10940559,40.6344,-73.8948,177,2,3,23,0.53,363,2,dark purple
4543,20689498,40.67026,-73.97548,230,4,3,14,0.55,352,2,dark purple
4544,9689359,40.6186,-74.0071,160,8,3,58,1.2,234,1,purple
4545,26224538,40.69231,-73.93781,220,8,3,39,2.52,299,0,pink
4546,29234766,40.68086,-73.98002,140,8,3,44,3.58,331,0,pink
4547,30046359,40.7034,-73.98544,219,8,3,23,2.02,344,0,pink
4548,19829900,40.61889,-73.99895,99,8,3,39,1.99,347,2,dark purple
4549,23546631,40.63457,-74.0325,125,9,3,35,1.67,336,0,pink
4550,29153170,40.67419,-73.92173,200,9,3,32,2.56,352,0,pink
4551,5934108,40.6748,-73.97736,95,10,3,5,0.09,0,1,purple
4552,3519172,40.68902,-73.96976,250,11,3,24,0.43,0,1,purple
4553,5849991,40.65041,-73.92574,249,11,3,16,0.78,17,1,purple
4554,727512,40.73867,-73.95448,199,11,3,60,0.75,108,1,purple
4555,27551807,40.67578,-73.94159,689,11,3,28,1.73,348,0,pink
4556,30043966,40.6871,-73.92449,125,12,3,32,2.5,358,0,pink
4557,21399885,40.68742,-73.91628,154,13,3,38,1.62,347,2,dark purple
4558,5604704,40.67644,-73.95991,160,13,3,150,2.67,349,1,purple
4559,6334236,40.6756,-73.92305,99,14,3,68,1.23,345,1,purple
4560,6146081,40.64944,-73.93376,97,15,3,76,1.37,158,1,purple
4561,1195260,40.65176,-73.93452,95,16,3,113,1.43,0,1,purple
4562,9155206,40.68271,-73.94038,165,16,3,61,1.28,339,1,purple
4563,2137796,40.68478,-73.92971,170,16,3,142,1.97,340,1,purple
4564,7562552,40.68338,-73.92072,110,16,3,145,2.78,350,1,purple
4565,30152553,40.67958,-73.97816,345,17,3,10,0.82,0,0,pink
4566,7456166,40.70222,-73.93294,147,17,3,124,2.55,219,1,purple
4567,702440,40.67507,-73.98093,150,17,3,83,1.01,292,1,purple
4568,11575101,40.69549,-73.92249,79,18,3,113,2.5,1,2,dark purple
4569,2385344,40.73334,-73.95478,500,18,3,82,1.2,345,1,purple
4570,4341158,40.65337,-73.91229,100,18,3,69,1.21,346,1,purple
4571,7680750,40.68022,-73.92795,100,19,3,132,2.61,1,1,purple
4572,27259887,40.68571,-73.93868,250,19,3,39,2.38,269,0,pink
4573,784124,40.68176,-73.914,149,19,3,78,0.96,349,1,purple
4574,10827567,40.6725,-73.93981,98,20,3,138,2.98,1,2,dark purple
4575,28050532,40.62588,-73.96396,89,20,3,36,2.38,73,0,pink
4576,7202368,40.68651,-73.933,98,20,3,108,2.07,131,1,purple
4577,19200270,40.60658,-73.99738,113,20,3,78,2.63,154,2,dark purple
4578,7968983,40.66125,-73.89976,275,20,3,85,1.66,310,1,purple
4579,22699847,40.69292,-73.94657,150,20,3,38,1.72,329,0,pink
4580,3775259,40.6872,-73.93805,169,20,3,190,3.0,351,1,purple
4581,29921569,40.71518,-73.95777,300,21,3,8,0.66,64,0,pink
4582,18789421,40.68843,-73.92536,125,21,3,113,3.79,325,2,dark purple
4583,7500571,40.68544,-73.93872,102,21,3,75,1.46,335,1,purple
4584,2551532,40.68709,-73.95558,176,21,3,181,2.64,338,1,purple
4585,15888448,40.68148,-73.8904,63,21,3,59,1.61,349,2,dark purple
4586,4089102,40.68407,-73.95487,152,23,3,162,2.56,1,1,purple
4587,915020,40.66414,-73.98457,150,23,3,150,1.86,336,1,purple
4588,1750679,40.66946,-73.95008,185,23,3,121,2.02,348,1,purple
4589,4216813,40.72309,-73.93767,200,23,3,108,1.72,353,1,purple
4590,4930683,40.68168,-73.9368,100,24,3,91,1.8,308,1,purple
4591,1467106,40.69301,-73.94551,155,25,3,245,3.19,0,1,purple
4592,5533000,40.69525,-73.91385,250,25,3,31,0.55,78,1,purple
4593,22747209,40.63762,-73.91004,95,25,3,4,0.18,143,0,pink
4594,21859466,40.71769,-73.96339,300,25,3,31,1.28,312,0,pink
4595,8319488,40.67173,-73.98303,300,25,3,84,1.64,316,1,purple
4596,17256012,40.69397,-73.92649,150,25,3,71,2.15,327,2,dark purple
4597,11553357,40.68174,-73.91365,125,25,3,53,1.17,353,2,dark purple
4598,17042235,40.71247,-73.96155,225,26,3,15,0.46,0,2,dark purple
4599,1652996,40.68005,-73.93911,135,26,3,188,2.51,74,1,purple
4600,3685704,40.68822,-73.94357,95,26,3,129,2.22,250,1,purple
4601,23664113,40.71732,-73.95394,400,27,3,5,0.28,285,0,pink
4602,6316005,40.68068,-73.92874,280,27,3,157,2.83,329,1,purple
4603,1520806,40.68084,-73.92804,170,28,3,150,2.08,1,1,purple
4604,16454273,40.66643,-73.97598,165,28,3,43,1.28,226,2,dark purple
4605,8616888,40.67017,-73.94852,360,28,3,13,0.35,295,1,purple
4606,18455830,40.69063,-73.91224,190,28,3,50,1.61,337,2,dark purple
4607,26715682,40.59166,-73.96672,76,30,3,40,2.39,310,0,pink
4608,5297292,40.68211,-73.92121,150,30,3,118,2.07,356,1,purple
4609,997404,40.68364,-73.92638,145,31,3,213,2.62,1,1,purple
4610,5285867,40.64858,-73.96378,90,31,3,28,0.48,71,1,purple
4611,7838393,40.70985,-73.96923,500,31,3,45,0.88,256,1,purple
4612,4178851,40.71961,-73.95837,380,31,3,119,1.9,349,1,purple
4613,4742068,40.61957,-73.9936,93,32,3,61,1.06,338,1,purple
4614,13757434,40.68398,-73.94101,90,33,3,125,3.0,291,2,dark purple
4615,21292130,40.67433,-73.92824,265,33,3,33,1.29,347,2,dark purple
4616,4860650,40.66003,-73.98567,150,34,3,77,1.29,0,1,purple
4617,29101869,40.69898,-73.94705,95,34,3,51,3.98,7,0,pink
4618,5031178,40.68594,-73.90653,174,34,3,213,3.64,323,1,purple
4619,1351217,40.68208,-73.93115,98,35,3,161,2.91,1,1,purple
4620,16533954,40.67673,-73.95311,171,36,3,92,2.76,40,2,dark purple
4621,4000621,40.6835,-73.92754,145,37,3,133,2.15,302,1,purple
4622,13507377,40.66769,-73.98886,190,37,3,41,0.99,330,2,dark purple
4623,3369100,40.67978,-73.97458,175,38,3,196,2.96,332,1,purple
4624,9730432,40.64962,-74.00028,95,38,3,95,1.98,347,1,purple
4625,15360248,40.71322,-73.9648,408,39,3,102,2.7,308,2,dark purple
4626,22465327,40.69023,-73.91621,399,40,3,20,0.91,298,0,pink
4627,10573225,40.6651,-73.98307,135,41,3,153,3.24,292,2,dark purple
4628,3635348,40.67927,-73.93208,150,42,3,134,2.07,234,1,purple
4629,24460450,40.67765,-73.89327,125,43,3,63,3.26,311,0,pink
4630,15952447,40.67192,-73.97733,185,43,3,126,3.43,319,2,dark purple
4631,2203926,40.71292,-73.95876,325,44,3,186,3.33,330,1,purple
4632,1209921,40.68272,-73.92885,99,44,3,80,1.07,348,1,purple
4633,18542490,40.6764,-73.95497,171,45,3,75,2.63,37,2,dark purple
4634,15798969,40.6459,-73.9642,153,45,3,70,1.95,275,2,dark purple
4635,21797928,40.63146,-73.96227,95,45,3,34,1.4,291,0,pink
4636,23877625,40.68311,-73.93124,165,48,3,76,3.72,337,0,pink
4637,6285844,40.70451,-73.92685,145,48,3,108,1.95,344,1,purple
4638,688652,40.69445,-73.96401,249,49,3,20,0.23,340,1,purple
4639,9707498,40.66759,-73.99009,120,50,3,161,3.41,0,1,purple
4640,7415905,40.6846,-73.94478,125,50,3,146,2.77,122,1,purple
4641,10527274,40.67895,-73.92851,125,50,3,84,3.01,286,2,dark purple
4642,1645667,40.68656,-73.95348,130,51,3,237,3.13,338,1,purple
4643,1392144,40.67071,-73.94752,275,52,3,27,0.35,311,1,purple
4644,20231046,40.69426,-73.90785,157,53,3,94,3.37,245,2,dark purple
4645,15111011,40.68408,-73.95411,140,54,3,70,1.85,275,2,dark purple
4646,1922863,40.71715,-73.95527,248,54,3,68,1.0,313,1,purple
4647,6749285,40.67837,-73.95517,150,55,3,228,4.33,261,1,purple
4648,690603,40.67722,-73.95005,150,55,3,78,1.83,335,1,purple
4649,16331234,40.70581,-73.95004,100,55,3,84,2.32,342,2,dark purple
4650,21932460,40.6894,-73.99546,90,57,3,33,1.36,77,0,pink
4651,5511036,40.67687,-73.96242,99,58,3,83,1.48,323,1,purple
4652,27538237,40.67166,-73.94674,115,59,3,52,4.11,198,0,pink
4653,4168812,40.6805,-73.93775,115,59,3,139,2.22,238,1,purple
4654,19401219,40.69257,-73.94657,165,60,3,95,3.19,257,2,dark purple
4655,27570074,40.6626,-73.95598,195,60,3,52,3.41,271,0,pink
4656,2478415,40.68075,-74.00961,134,60,3,167,2.41,288,1,purple
4657,3177702,40.68291,-73.94613,155,60,3,50,0.75,347,1,purple
4658,8102012,40.70992,-73.96746,148,61,3,34,0.66,67,1,purple
4659,8308683,40.68537,-73.8775,65,61,3,173,3.36,304,1,purple
4660,11905096,40.63397,-73.9654,119,62,3,135,3.31,324,2,dark purple
4661,13398348,40.7157,-73.95983,165,65,3,114,2.74,148,2,dark purple
4662,14296598,40.71932,-73.95649,249,65,3,112,2.83,331,2,dark purple
4663,18721341,40.67574,-73.94722,90,68,3,86,2.86,0,2,dark purple
4664,4813140,40.69711,-73.93373,320,70,3,140,3.37,270,1,purple
4665,6611652,40.68779,-73.91407,375,74,3,53,1.1,228,1,purple
4666,6761985,40.71374,-73.9627,160,75,3,36,0.67,197,1,purple
4667,1117516,40.68798,-73.93903,95,75,3,232,2.91,327,1,purple
4668,5627418,40.68153,-73.93825,135,77,3,146,2.61,322,1,purple
4669,13249656,40.68063,-73.95015,140,82,3,143,3.37,1,2,dark purple
4670,14503754,40.6707,-73.94793,135,85,3,47,1.18,356,2,dark purple
4671,28681181,40.69394,-73.95183,100,86,3,40,2.73,223,0,pink
4672,12209944,40.68264,-73.94238,265,92,3,134,3.13,288,2,dark purple
4673,23935141,40.64866,-73.96986,175,94,3,69,3.53,248,0,pink
4674,26735217,40.63592,-73.95254,333,95,3,2,0.14,270,0,pink
4675,12252993,40.6733,-73.91235,89,95,3,99,2.27,339,2,dark purple
4676,4089915,40.7041,-73.92476,84,99,3,130,2.26,0,1,purple
4677,1960358,40.68528,-73.87819,70,100,3,241,3.47,273,1,purple
4678,1897447,40.68374,-73.98558,145,101,3,285,4.43,309,1,purple
4679,7498271,40.69593,-73.92057,172,102,3,153,3.05,284,1,purple
4680,18424928,40.66399,-73.98301,210,103,3,5,0.17,18,2,dark purple
4681,11653081,40.64841,-73.96969,150,103,3,142,3.33,248,2,dark purple
4682,20459818,40.6938,-73.94836,165,103,3,87,3.13,294,2,dark purple
4683,26164046,40.66741,-73.92974,300,104,3,41,2.32,286,0,pink
4684,21710003,40.72365,-73.95188,250,105,3,39,1.58,99,0,pink
4685,30254229,40.67339,-73.91415,149,108,3,54,4.63,179,0,pink
4686,29184981,40.67792,-73.9484,99,109,3,15,1.19,248,0,pink
4687,27731269,40.68387,-73.94162,150,118,3,61,3.91,252,0,pink
4688,6013186,40.68446,-73.93956,125,119,3,79,1.83,78,1,purple
4689,28155197,40.67737,-73.94034,115,119,3,53,3.74,233,0,pink
4690,9529332,40.69093,-73.97046,191,120,3,119,2.57,302,1,purple
4691,4629211,40.69087,-73.90917,122,121,3,53,0.88,251,1,purple
4692,1644146,40.68468,-73.99145,165,126,3,98,1.3,320,1,purple
4693,6336738,40.68351,-73.93224,125,127,3,99,1.88,241,1,purple
4694,10246056,40.7126,-73.94668,255,129,3,117,2.55,177,1,purple
4695,4115327,40.66617,-73.98627,158,135,3,98,1.58,0,1,purple
4696,4968633,40.68045,-73.93796,95,135,3,58,1.21,195,1,purple
4697,27030230,40.6726,-73.93992,135,135,3,36,2.43,309,0,pink
4698,1851767,40.69322,-73.94581,345,137,3,201,2.79,1,1,purple
4699,2000576,40.66952,-73.94377,150,137,3,165,2.26,192,1,purple
4700,9777504,40.71761,-73.95423,325,139,3,99,2.07,222,1,purple
4701,21139995,40.67834,-73.94899,105,139,3,8,0.31,338,2,dark purple
4702,25371790,40.67737,-74.00733,170,143,3,23,1.28,27,0,pink
4703,17277132,40.69343,-73.99611,100,146,3,3,0.15,0,2,dark purple
4704,8594833,40.67521,-74.01103,352,146,3,7,0.14,0,1,purple
4705,1524562,40.69399,-73.93135,89,149,3,99,1.38,258,1,purple
4706,1232212,40.71038,-73.96299,225,151,3,60,0.79,6,1,purple
4707,13543171,40.70707,-73.9528,250,152,3,9,0.23,312,2,dark purple
4708,8423636,40.67352,-73.95633,80,153,3,55,1.16,335,1,purple
4709,12806016,40.64159,-73.95985,175,154,3,108,2.49,182,2,dark purple
4710,21914499,40.68616,-73.94295,160,157,3,49,2.01,213,0,pink
4711,28980678,40.68193,-73.93569,150,160,3,20,1.45,337,0,pink
4712,23010967,40.67074,-73.94896,125,161,3,91,4.68,0,0,pink
4713,10262473,40.62296,-74.01483,69,162,3,37,0.82,95,1,purple
4714,27308432,40.67189,-73.95624,135,165,3,54,3.38,182,0,pink
4715,9422573,40.68041,-73.93612,100,168,3,95,1.95,142,1,purple
4716,15561163,40.68642,-73.92864,90,169,3,96,2.86,0,2,dark purple
4717,23861367,40.68469,-73.90761,69,170,3,87,4.19,178,0,pink
4718,6040757,40.67554,-73.96384,225,172,3,32,0.58,3,1,purple
4719,8189121,40.68326,-73.99327,115,172,3,28,0.54,285,1,purple
4720,2590590,40.6883,-73.95644,92,174,3,249,3.67,204,1,purple
4721,18266400,40.68356,-73.93921,147,180,3,88,2.81,38,2,dark purple
4722,22587295,40.68611,-73.98336,175,180,3,63,2.97,208,0,pink
4723,1021491,40.66974,-73.958,85,187,3,11,0.66,0,1,purple
4724,1130680,40.68767,-73.91261,100,187,3,328,4.1,142,1,purple
4725,26893534,40.70528,-73.934,250,187,3,7,0.47,154,0,pink
4726,9776054,40.68581,-73.94689,800,187,3,33,0.69,178,1,purple
4727,22751906,40.68117,-73.93537,105,187,3,52,2.4,186,0,pink
4728,29656826,40.71131,-73.94156,200,189,3,44,3.35,148,0,pink
4729,12282543,40.70528,-73.92938,183,191,3,18,0.41,357,2,dark purple
4730,16726217,40.67676,-73.94513,150,194,3,25,0.77,33,2,dark purple
4731,19407214,40.66929,-73.89079,133,195,3,86,2.92,244,2,dark purple
4732,1354415,40.67927,-73.94252,100,197,3,173,2.24,70,1,purple
4733,28838673,40.68523,-73.93833,290,197,3,68,4.7,140,0,pink
4734,30374563,40.7092,-73.9631,195,198,3,21,1.77,8,0,pink
4735,30539307,40.68294,-73.95451,150,198,3,41,3.46,95,0,pink
4736,13033170,40.71214,-73.94992,175,198,3,142,3.44,125,2,dark purple
4737,28513774,40.6757,-73.88925,175,198,3,45,3.58,317,0,pink
4738,27891791,40.6491,-73.92532,75,199,3,21,1.41,162,0,pink
4739,29453598,40.66935,-73.94133,119,199,3,32,2.38,177,0,pink
4740,6619589,40.64683,-73.95429,110,199,3,70,1.3,247,1,purple
4741,28730581,40.62165,-74.02336,245,200,3,38,2.66,261,0,pink
4742,29942679,40.65092,-73.9632,120,201,3,4,0.48,146,0,pink
4743,3202590,40.67138,-73.94949,225,202,3,89,1.34,0,1,purple
4744,4137789,40.65282,-73.97394,180,202,3,61,0.99,153,1,purple
4745,20214413,40.68606,-73.93861,100,203,3,62,2.21,0,2,dark purple
4746,21694908,40.67764,-73.94493,175,203,3,52,2.1,344,0,pink
4747,18737594,40.68499,-73.96524,675,204,3,4,0.26,0,2,dark purple
4748,7692326,40.66465,-73.95372,225,206,3,123,2.41,171,1,purple
4749,26833963,40.71193,-73.95956,200,207,3,45,3.23,127,0,pink
4750,27622210,40.71295,-73.94459,180,207,3,31,1.92,158,0,pink
4751,22543433,40.67191,-73.93411,350,208,3,8,0.42,155,0,pink
4752,20760187,40.68371,-73.9405,160,208,3,29,1.1,160,2,dark purple
4753,19929279,40.69539,-73.9666,300,209,3,81,2.95,116,2,dark purple
4754,27527902,40.6944,-73.9242,90,211,3,42,2.68,50,0,pink
4755,19330743,40.64076,-73.88298,90,211,3,55,1.89,159,2,dark purple
4756,21332241,40.68624,-73.9122,175,212,3,67,2.6,126,2,dark purple
4757,6069703,40.71462,-73.96309,179,213,3,51,0.91,49,1,purple
4758,23523123,40.67594,-73.89365,60,214,3,82,3.84,63,0,pink
4759,21666679,40.68559,-74.0011,130,214,3,8,0.32,142,0,pink
4760,17010314,40.70881,-73.9468,155,214,3,72,2.25,178,2,dark purple
4761,1797025,40.67204,-73.95147,107,216,3,159,2.14,107,1,purple
4762,9546039,40.70665,-73.93529,218,216,3,111,2.39,166,1,purple
4763,887129,40.71437,-73.96054,191,217,3,170,2.12,66,1,purple
4764,20960203,40.69563,-73.97051,200,217,3,71,2.71,131,2,dark purple
4765,15469541,40.68906,-73.93675,130,217,3,41,1.3,227,2,dark purple
4766,15819665,40.68442,-73.9083,99,218,3,139,3.75,141,2,dark purple
4767,29095217,40.63853,-73.94869,140,219,3,47,3.56,168,0,pink
4768,24514490,40.65871,-73.9789,125,220,3,23,1.27,42,0,pink
4769,23061070,40.64129,-73.91316,130,223,3,155,7.0,149,0,pink
4770,28500619,40.71859,-73.95202,375,223,3,38,2.61,215,0,pink
4771,6912211,40.68402,-73.95573,122,223,3,113,2.11,347,1,purple
4772,20403568,40.72642,-73.94574,130,224,3,61,2.16,72,2,dark purple
4773,22173625,40.6714,-73.87701,55,224,3,70,2.89,150,0,pink
4774,13749474,40.68574,-73.92975,118,225,3,38,3.37,55,2,dark purple
4775,29357103,40.67005,-73.88401,350,225,3,3,0.41,71,0,pink
4776,1266411,40.68445,-73.93785,181,226,3,165,3.1,240,1,purple
4777,10525911,40.71402,-73.94432,245,231,3,17,0.37,3,2,dark purple
4778,21390251,40.66933,-73.99158,125,231,3,89,3.46,133,2,dark purple
4779,17515391,40.66587,-73.98206,150,232,3,82,2.55,134,2,dark purple
4780,29105563,40.63905,-73.95046,120,234,3,29,2.19,162,0,pink
4781,17463985,40.68409,-73.94154,300,238,3,37,1.13,1,2,dark purple
4782,6542603,40.71839,-73.94329,175,238,3,10,0.18,6,1,purple
4783,13020422,40.71293,-73.9603,195,238,3,64,1.48,155,2,dark purple
4784,23595420,40.71068,-73.96035,378,239,3,17,0.84,128,0,pink
4785,22449860,40.6832,-73.9529,225,242,3,73,3.48,129,0,pink
4786,27061623,40.67738,-73.99723,150,242,3,28,1.68,154,0,pink
4787,15480133,40.71434,-73.96085,250,243,3,19,0.51,24,2,dark purple
4788,15665152,40.68134,-73.92226,120,245,3,131,3.5,4,2,dark purple
4789,29698179,40.67918,-73.97408,108,247,3,19,1.47,0,0,pink
4790,7633154,40.66307,-73.9834,195,247,3,92,1.75,0,1,purple
4791,8796283,40.68967,-73.93381,130,249,3,132,2.89,111,1,purple
4792,8865499,40.72216,-73.94255,129,253,3,99,2.01,0,1,purple
4793,26355413,40.7197,-73.95745,209,258,3,3,0.17,0,0,pink
4794,15958841,40.65766,-73.99919,95,258,3,89,2.5,108,2,dark purple
4795,18386105,40.68435,-73.94135,150,259,3,50,1.66,165,2,dark purple
4796,3465604,40.6857,-73.97088,375,260,3,7,0.11,0,1,purple
4797,1928570,40.71532,-73.94581,143,264,3,10,0.41,138,1,purple
4798,9217837,40.66249,-73.98704,150,265,3,35,0.71,0,1,purple
4799,28891434,40.67294,-73.93655,120,265,3,51,3.61,153,0,pink
4800,25350452,40.69566,-73.90687,95,266,3,23,1.32,2,0,pink
4801,24453838,40.71692,-73.94132,225,270,3,36,1.9,141,0,pink
4802,19354239,40.66891,-73.94605,150,272,3,29,0.98,97,2,dark purple
4803,3303301,40.68207,-73.94994,200,272,3,127,1.95,100,1,purple
4804,28558474,40.68803,-73.973,140,273,3,8,0.55,0,0,pink
4805,11378564,40.72555,-73.95323,176,274,3,147,3.8,80,2,dark purple
4806,22980907,40.64579,-73.97383,57,274,3,113,5.04,196,0,pink
4807,29215351,40.7075,-73.96576,96,275,3,37,2.73,0,0,pink
4808,17680571,40.69076,-73.95404,122,275,3,68,2.06,41,2,dark purple
4809,17887871,40.72158,-73.94578,175,276,3,87,2.75,6,2,dark purple
